Company,Date,Price,Open,High,Low,Vol.,Change %
Oriental Weavers,2020-03-22,5.73,5.78,6.05,5.4,4980000,7.3
Oriental Weavers,2020-03-29,5.24,5.7,5.7,5.14,5060000,-8.55
Oriental Weavers,2020-04-05,5.5,5.27,5.75,5.1,12040000,4.96
Oriental Weavers,2020-04-12,5.29,5.47,5.48,5.13,28900000,-3.82
Oriental Weavers,2020-04-19,5.35,5.34,5.44,5.15,12120000,1.13
Oriental Weavers,2020-04-26,5.46,5.45,5.64,5.3,23460000,2.06
Oriental Weavers,2020-05-03,5.11,5.41,5.41,5.05,9930000,-6.41
Oriental Weavers,2020-05-10,5.13,5.15,5.38,4.95,10740000,0.39
Oriental Weavers,2020-05-17,5.14,5.14,5.22,5.0,6320000,0.19
Oriental Weavers,2020-05-31,5.41,5.16,5.5,5.15,6570000,5.25
Oriental Weavers,2020-06-07,5.33,5.48,5.59,5.27,9490000,-1.48
Oriental Weavers,2020-06-14,5.41,5.25,5.55,5.22,8020000,1.5
Oriental Weavers,2020-06-21,5.47,5.37,5.57,5.3,3920000,1.11
Oriental Weavers,2020-06-28,5.49,5.47,5.53,5.39,2620000,0.37
Oriental Weavers,2020-07-05,5.66,5.55,6.06,5.5,12040000,3.1
Oriental Weavers,2020-07-12,5.97,5.77,6.15,5.7,13980000,5.48
Oriental Weavers,2020-07-19,6.02,5.97,6.1,5.75,7680000,0.84
Oriental Weavers,2020-07-26,5.59,6.15,6.27,5.49,18730000,-7.14
Oriental Weavers,2020-08-02,5.72,5.7,5.78,5.58,5150000,2.33
Oriental Weavers,2020-08-09,5.74,5.75,5.83,5.67,7110000,0.35
Oriental Weavers,2020-08-16,5.35,5.79,5.85,5.3,12210000,-6.79
Oriental Weavers,2020-08-23,5.32,5.45,5.5,5.29,7670000,-0.56
Oriental Weavers,2020-08-30,5.34,5.32,5.44,5.25,4930000,0.38
Oriental Weavers,2020-09-06,5.19,5.33,5.35,5.11,6110000,-2.81
Oriental Weavers,2020-09-13,5.41,5.22,5.47,5.15,6210000,4.24
Oriental Weavers,2020-09-20,5.38,5.33,5.53,5.22,4280000,-0.55
Oriental Weavers,2020-09-27,6.23,5.4,6.44,5.4,18850000,15.8
Oriental Weavers,2020-10-04,6.03,6.4,6.4,5.91,3430000,-3.21
Oriental Weavers,2020-10-11,6.23,6.08,6.4,5.77,8440000,3.32
Oriental Weavers,2020-10-18,5.89,6.24,6.25,5.51,8130000,-5.46
Oriental Weavers,2020-10-25,6.25,5.89,6.38,5.76,4650000,6.11
Oriental Weavers,2020-11-01,6.21,6.2,6.29,5.8,3890000,-0.64
Oriental Weavers,2020-11-08,7.23,6.24,7.33,6.22,7610000,16.43
Oriental Weavers,2020-11-15,7.64,7.2,8.0,7.06,5750000,5.67
Oriental Weavers,2020-11-22,7.5,7.7,7.82,7.4,2090000,-1.83
Oriental Weavers,2020-11-29,7.68,7.52,7.82,7.2,16580000,2.4
Oriental Weavers,2020-12-06,7.62,7.85,8.06,7.52,4720000,-0.78
Oriental Weavers,2020-12-13,7.07,7.68,7.68,7.04,3360000,-7.22
Oriental Weavers,2020-12-20,6.8,7.07,7.17,6.5,2730000,-3.82
Oriental Weavers,2020-12-27,6.85,6.8,7.05,6.6,3830000,0.74
Oriental Weavers,2021-01-03,7.01,6.8,7.09,6.63,4760000,2.34
Oriental Weavers,2021-01-10,7.24,7.09,7.38,6.96,6510000,3.28
Oriental Weavers,2021-01-17,7.27,7.25,7.45,7.15,4410000,0.41
Oriental Weavers,2021-01-24,7.15,7.3,7.38,7.09,2880000,-1.65
Oriental Weavers,2021-01-31,6.99,7.1,7.19,6.96,2450000,-2.24
Oriental Weavers,2021-02-07,6.89,7.07,7.07,6.76,4270000,-1.43
Oriental Weavers,2021-02-14,6.96,6.91,7.05,6.72,6850000,1.02
Oriental Weavers,2021-02-21,7.09,7.07,7.15,6.84,2190000,1.87
Oriental Weavers,2021-02-28,7.18,7.16,7.49,6.97,8410000,1.27
Oriental Weavers,2021-03-07,7.26,7.27,7.37,7.1,5940000,1.11
Oriental Weavers,2021-03-14,7.08,7.25,7.28,6.97,2750000,-2.48
Oriental Weavers,2021-03-21,7.18,7.14,7.26,6.77,3750000,1.41
Oriental Weavers,2021-03-28,7.44,7.2,7.63,7.15,9380000,3.62
Oriental Weavers,2021-04-04,7.44,7.5,7.56,7.16,8620000,0.0
Oriental Weavers,2021-04-11,7.29,7.53,7.65,7.1,5330000,-2.02
Oriental Weavers,2021-04-18,7.41,7.34,7.6,7.34,7550000,1.65
Oriental Weavers,2021-04-25,6.01,7.48,7.63,5.95,9880000,-18.89
Oriental Weavers,2021-05-02,6.21,6.0,6.38,5.78,6580000,3.33
Oriental Weavers,2021-05-09,6.83,6.39,6.92,6.34,5030000,9.98
Oriental Weavers,2021-05-16,7.27,6.82,7.5,6.8,10140000,6.44
Oriental Weavers,2021-05-23,6.96,7.3,7.3,6.82,3060000,-4.26
Oriental Weavers,2021-05-30,7.28,7.0,7.39,7.0,3250000,4.6
Oriental Weavers,2021-06-06,7.81,7.33,8.1,7.11,10510000,7.28
Oriental Weavers,2021-06-13,7.61,7.75,7.99,7.53,2370000,-2.56
Oriental Weavers,2021-06-20,8.63,7.65,8.69,7.62,7130000,13.4
Oriental Weavers,2021-06-27,8.34,8.88,8.88,8.25,2370000,-3.36
Oriental Weavers,2021-07-04,8.15,8.37,8.64,8.0,2080000,-2.28
Oriental Weavers,2021-07-11,7.85,8.1,8.28,7.6,4720000,-3.68
Oriental Weavers,2021-07-18,8.03,7.9,8.11,7.9,1480000,2.29
Oriental Weavers,2021-07-25,8.25,8.11,8.46,8.0,3310000,2.74
Oriental Weavers,2021-08-01,8.2,8.16,8.35,8.1,2190000,-0.61
Oriental Weavers,2021-08-08,8.33,8.16,8.42,8.16,1610000,1.59
Oriental Weavers,2021-08-15,8.34,8.3,8.45,8.19,1900000,0.12
Oriental Weavers,2021-08-22,8.49,8.36,8.6,8.23,7030000,1.8
Oriental Weavers,2021-08-29,8.57,8.49,8.67,8.43,3090000,0.94
Oriental Weavers,2021-09-05,9.28,8.55,9.42,8.32,3480000,8.28
Oriental Weavers,2021-09-12,9.04,9.35,9.4,8.99,2300000,-2.59
Oriental Weavers,2021-09-19,8.8,9.05,9.09,8.4,1860000,-2.65
Oriental Weavers,2021-09-26,8.72,8.8,8.92,8.55,1680000,-0.91
Oriental Weavers,2021-10-03,8.67,8.7,8.8,8.53,952090,-0.57
Oriental Weavers,2021-10-10,8.49,8.65,8.72,8.45,1390000,-2.08
Oriental Weavers,2021-10-17,8.4,8.51,8.51,8.26,1840000,-1.06
Oriental Weavers,2021-10-24,8.24,8.49,8.6,8.07,1750000,-1.9
Oriental Weavers,2021-10-31,8.25,8.34,8.49,8.1,1170000,0.12
Oriental Weavers,2021-11-07,8.29,8.34,8.48,8.17,980010,0.48
Oriental Weavers,2021-11-14,8.55,8.35,8.75,8.25,4910000,3.14
Oriental Weavers,2021-11-21,8.49,8.69,8.7,8.4,1850000,-0.7
Oriental Weavers,2021-11-28,8.5,8.4,8.59,8.25,2420000,0.12
Oriental Weavers,2021-12-05,8.48,8.55,8.58,8.36,2090000,-0.24
Oriental Weavers,2021-12-12,8.32,8.55,8.58,8.2,6050000,-1.89
Oriental Weavers,2021-12-19,8.71,8.34,8.75,8.15,7360000,4.69
Oriental Weavers,2021-12-26,8.69,8.75,8.86,8.4,5830000,-0.23
Oriental Weavers,2022-01-02,8.64,8.7,8.82,8.55,1570000,-0.58
Oriental Weavers,2022-01-09,8.65,8.66,8.75,8.55,3100000,0.12
Oriental Weavers,2022-01-16,8.6,8.65,8.72,8.5,3580000,-0.58
Oriental Weavers,2022-01-23,8.37,8.65,8.65,8.35,1950000,-2.67
Oriental Weavers,2022-01-30,8.63,8.48,8.79,8.36,989450,3.11
Oriental Weavers,2022-02-06,8.58,8.64,8.7,8.4,1700000,-0.58
Oriental Weavers,2022-02-13,8.43,8.58,8.58,8.1,4530000,-1.75
Oriental Weavers,2022-02-20,8.13,8.37,8.42,7.77,4720000,-3.56
Oriental Weavers,2022-02-27,8.15,8.39,8.39,8.13,2350000,0.25
Oriental Weavers,2022-03-06,8.0,8.15,8.15,7.75,2600000,-1.84
Oriental Weavers,2022-03-13,8.21,8.02,8.31,7.9,1570000,2.63
Oriental Weavers,2022-03-20,9.06,8.21,9.27,8.2,5510000,10.35
Oriental Weavers,2022-03-27,8.9,9.1,9.1,8.7,1880000,-1.77
Oriental Weavers,2022-04-03,8.85,8.89,9.1,8.76,3070000,-0.56
Oriental Weavers,2022-04-10,8.19,8.95,8.95,8.1,4220000,-7.46
Oriental Weavers,2022-04-17,7.51,8.19,8.5,7.2,5920000,-8.3
